Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Log Level : Error | Event ID : 0 | Event Name :  | Formatter : The SMTP server requires a secure connection or the client was not authenticated. The server response was: 5.7.0 Authentication Required. Learn more at
Date: 6/10/2021 7:59:20 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 7:59:23 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 7:59:23 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:01:45 PM | Log Level : Critical | Event ID : 6 | Event Name :  | Formatter : Application startup exception
Date: 6/10/2021 8:02:27 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 8:02:27 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 8:02:27 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 8:02:29 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:02:29 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:02:29 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:02:30 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:02:30 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:02:44 PM | Log Level : Critical | Event ID : 6 | Event Name :  | Formatter : Application startup exception
Date: 6/10/2021 8:08:28 PM | Log Level : Critical | Event ID : 6 | Event Name :  | Formatter : Application startup exception
Date: 6/10/2021 8:09:18 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 8:09:18 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 8:09:18 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 8:09:19 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:09:19 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:09:19 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:09:21 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:09:21 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:11:12 PM | Log Level : Critical | Event ID : 6 | Event Name :  | Formatter : Application startup exception
Date: 6/10/2021 8:15:01 PM | Log Level : Critical | Event ID : 6 | Event Name :  | Formatter : Application startup exception
Date: 6/10/2021 8:15:25 PM | Log Level : Critical | Event ID : 6 | Event Name :  | Formatter : Application startup exception
Date: 6/10/2021 8:17:08 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 8:17:08 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 8:17:08 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 8:17:09 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:17:09 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:17:09 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:17:11 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:17:11 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:18:52 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 8:18:52 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 8:18:52 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 8:18:54 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:18:54 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:18:54 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:18:55 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:18:55 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:23:13 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 8:23:13 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 8:23:13 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 8:23:15 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:23:15 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Discount' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:23:15 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'Price' on entity type 'Product'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
Date: 6/10/2021 8:23:16 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:23:16 PM | Log Level : Warning | Event ID : 10102 | Event Name : Microsoft.EntityFrameworkCore.Query.RowLimitingOperationWithoutOrderByWarning | Formatter : The query uses a row limiting operator ('Skip'/'Take') without an 'OrderBy' operator. This may lead to unpredictable results.
Date: 6/10/2021 8:24:08 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Application started. Press Ctrl+C to shut down.
Date: 6/10/2021 8:24:08 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Hosting environment: Development
Date: 6/10/2021 8:24:08 PM | Log Level : Information | Event ID : 0 | Event Name :  | Formatter : Content root path: D:\ECOMMERCE\ECOMMERCE.WEBUI
Date: 6/10/2021 8:24:09 PM | Log Level : Warning | Event ID : 30000 | Event Name : Microsoft.EntityFrameworkCore.Model.Validation.DecimalTypeDefaultWarning | Formatter : No type was specified for the decimal property 'TotalAmount' on entity type 'Orders'. This will cause values to be silently truncated if they do not fit in the default precision and scale. Explicitly specify the SQL server column type that can accommodate all the values in 'OnModelCreating' using 'HasColumnType()', specify precision and scale using 'HasPrecision()' or configure a value converter using 'HasConversion()'.
